,name/first,name/middle,name/last,name/official_full,name/nickname,name/suffix,bio/birthday,bio/gender,id/ballotpedia,id/wikipedia,terms/0/address,terms/0/class,terms/0/contact_form,terms/0/district,terms/0/end,terms/0/fax,terms/0/office,terms/0/party,terms/0/phone,terms/0/rss_url,terms/0/start,terms/0/state,terms/0/state_rank,terms/0/type,terms/0/url,terms/1/address,terms/1/class,terms/1/contact_form,terms/1/district,terms/1/end,terms/1/fax,terms/1/office,terms/1/party,terms/1/phone,terms/1/rss_url,terms/1/start,terms/1/state,terms/1/state_rank,terms/1/type,terms/1/url,terms/2/address,terms/2/class,terms/2/contact_form,terms/2/district,terms/2/end,terms/2/fax,terms/2/office,terms/2/party,terms/2/phone,terms/2/rss_url,terms/2/start,terms/2/state,terms/2/state_rank,terms/2/type,terms/2/url,terms/3/address,terms/3/class,terms/3/contact_form,terms/3/district,terms/3/end,terms/3/fax,terms/3/office,terms/3/party,terms/3/phone,terms/3/rss_url,terms/3/start,terms/3/state,terms/3/state_rank,terms/3/type,terms/3/url,terms/4/address,terms/4/class,terms/4/contact_form,terms/4/district,terms/4/end,terms/4/fax,terms/4/office,terms/4/party,terms/4/phone,terms/4/rss_url,terms/4/start,terms/4/state,terms/4/state_rank,terms/4/type,terms/4/url,terms/5/address,terms/5/class,terms/5/contact_form,terms/5/district,terms/5/end,terms/5/fax,terms/5/office,terms/5/party,terms/5/phone,terms/5/rss_url,terms/5/start,terms/5/state,terms/5/state_rank,terms/5/type,terms/5/url,terms/6/address,terms/6/class,terms/6/contact_form,terms/6/district,terms/6/end,terms/6/fax,terms/6/office,terms/6/party,terms/6/phone,terms/6/rss_url,terms/6/start,terms/6/state,terms/6/state_rank,terms/6/type,terms/6/url,terms/7/address,terms/7/class,terms/7/contact_form,terms/7/district,terms/7/end,terms/7/fax,terms/7/office,terms/7/party,terms/7/phone,terms/7/rss_url,terms/7/start,terms/7/state,terms/7/state_rank,terms/7/type,terms/7/url,terms/8/address,terms/8/class,terms/8/contact_form,terms/8/district,terms/8/end,terms/8/fax,terms/8/office,terms/8/party,terms/8/phone,terms/8/rss_url,terms/8/start,terms/8/state,terms/8/state_rank,terms/8/type,terms/8/url,terms/9/address,terms/9/caucus,terms/9/class,terms/9/contact_form,terms/9/district,terms/9/end,terms/9/fax,terms/9/office,terms/9/party,terms/9/phone,terms/9/rss_url,terms/9/start,terms/9/state,terms/9/state_rank,terms/9/type,terms/9/url,terms/10/address,terms/10/class,terms/10/contact_form,terms/10/district,terms/10/end,terms/10/fax,terms/10/office,terms/10/party,terms/10/phone,terms/10/rss_url,terms/10/start,terms/10/state,terms/10/state_rank,terms/10/type,terms/10/url,terms/11/address,terms/11/class,terms/11/contact_form,terms/11/district,terms/11/end,terms/11/fax,terms/11/office,terms/11/party,terms/11/phone,terms/11/rss_url,terms/11/start,terms/11/state,terms/11/state_rank,terms/11/type,terms/11/url,terms/12/address,terms/12/contact_form,terms/12/district,terms/12/end,terms/12/fax,terms/12/office,terms/12/party,terms/12/phone,terms/12/rss_url,terms/12/start,terms/12/state,terms/12/type,terms/12/url,terms/13/address,terms/13/contact_form,terms/13/district,terms/13/end,terms/13/fax,terms/13/office,terms/13/party,terms/13/phone,terms/13/rss_url,terms/13/start,terms/13/state,terms/13/type,terms/13/url,terms/14/address,terms/14/contact_form,terms/14/district,terms/14/end,terms/14/fax,terms/14/office,terms/14/party,terms/14/phone,terms/14/rss_url,terms/14/start,terms/14/state,terms/14/type,terms/14/url,terms/15/address,terms/15/contact_form,terms/15/district,terms/15/end,terms/15/fax,terms/15/office,terms/15/party,terms/15/phone,terms/15/rss_url,terms/15/start,terms/15/state,terms/15/type,terms/15/url,terms/16/address,terms/16/contact_form,terms/16/district,terms/16/end,terms/16/fax,terms/16/office,terms/16/party,terms/16/phone,terms/16/rss_url,terms/16/start,terms/16/state,terms/16/type,terms/16/url,terms/17/address,terms/17/contact_form,terms/17/district,terms/17/end,terms/17/fax,terms/17/office,terms/17/party,terms/17/phone,terms/17/rss_url,terms/17/start,terms/17/state,terms/17/type,terms/17/url,terms/18/address,terms/18/contact_form,terms/18/district,terms/18/end,terms/18/fax,terms/18/office,terms/18/party,terms/18/phone,terms/18/rss_url,terms/18/start,terms/18/state,terms/18/type,terms/18/url,terms/19/address,terms/19/contact_form,terms/19/district,terms/19/end,terms/19/fax,terms/19/office,terms/19/party,terms/19/phone,terms/19/rss_url,terms/19/start,terms/19/state,terms/19/type,terms/19/url,terms/20/address,terms/20/class,terms/20/contact_form,terms/20/district,terms/20/end,terms/20/fax,terms/20/office,terms/20/party,terms/20/phone,terms/20/rss_url,terms/20/start,terms/20/state,terms/20/state_rank,terms/20/type,terms/20/url,terms/21/address,terms/21/class,terms/21/contact_form,terms/21/district,terms/21/end,terms/21/fax,terms/21/office,terms/21/party,terms/21/phone,terms/21/rss_url,terms/21/start,terms/21/state,terms/21/state_rank,terms/21/type,terms/21/url,terms/22/address,terms/22/contact_form,terms/22/district,terms/22/end,terms/22/fax,terms/22/office,terms/22/party,terms/22/phone,terms/22/rss_url,terms/22/start,terms/22/state,terms/22/type,terms/22/url,terms/23/address,terms/23/contact_form,terms/23/district,terms/23/end,terms/23/fax,terms/23/office,terms/23/party,terms/23/phone,terms/23/start,terms/23/state,terms/23/type,terms/23/url,terms/24/address,terms/24/contact_form,terms/24/district,terms/24/end,terms/24/fax,terms/24/office,terms/24/party,terms/24/phone,terms/24/rss_url,terms/24/start,terms/24/state,terms/24/type,terms/24/url,terms/25/address,terms/25/contact_form,terms/25/district,terms/25/end,terms/25/fax,terms/25/office,terms/25/party,terms/25/phone,terms/25/rss_url,terms/25/start,terms/25/state,terms/25/type,terms/25/url
457,Robin,,Kelly,Robin L. Kelly,,,4/30/56,F,Robin Kelly,Robin Kelly,2419 Rayburn HOB; Washington DC 20515-1302,,https://robinkelly.house.gov/contact/email-me,2.0,1/3/15,202-225-4583,2419 Rayburn House Office Building,Democrat,202-225-0773,http://robinkelly.house.gov/rss.xml,4/9/13,IL,,rep,http://robinkelly.house.gov,1239 Longworth HOB; Washington DC 20515-1302,,https://robinkelly.house.gov/contact/email-me,2.0,1/3/17,202-225-4583,1239 Longworth House Office Building,Democrat,202-225-0773,http://robinkelly.house.gov/rss.xml,1/6/15,IL,,rep,http://robinkelly.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Marshall,,Sanford,Mark Sanford,Mark,,5/28/60,M,Mark Sanford,Mark Sanford,,,,1.0,1/3/97,,,Republican,,,1/4/95,SC,,rep,,,,,1.0,1/3/99,,,Republican,,,1/7/97,SC,,rep,,,,,1.0,1/3/01,,,Republican,,,1/6/99,SC,,rep,,322 Cannon HOB; Washington DC 20515-4001,,https://sanford.house.gov/contact/email-me,1.0,1/3/15,843-521-2535,322 Cannon House Office Building,Republican,202-225-3176,http://sanford.house.gov/rss.xml,5/15/13,SC,,rep,http://sanford.house.gov,2201 Rayburn HOB; Washington DC 20515-4001,,https://sanford.house.gov/contact/email-me,1.0,1/3/17,843-521-2535,2201 Rayburn House Office Building,Republican,202-225-3176,http://sanford.house.gov/rss.xml,1/6/15,SC,,rep,http://sanford.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Jason,T.,Smith,Jason Smith,,,6/16/80,M,Jason Smith (Missouri representative),Jason T. Smith,2230 Rayburn HOB; Washington DC 20515-2508,,https://jasonsmith.house.gov/contact/email-me,8.0,1/3/15,202-226-0326,2230 Rayburn House Office Building,Republican,202-225-4404,http://jasonsmith.house.gov/rss.xml,6/4/13,MO,,rep,http://jasonsmith.house.gov,1118 Longworth HOB; Washington DC 20515-2508,,https://jasonsmith.house.gov/contact/email-me,8.0,1/3/17,202-226-0326,1118 Longworth House Office Building,Republican,202-225-4404,http://jasonsmith.house.gov/rss.xml,1/6/15,MO,,rep,http://jasonsmith.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Cory,Anthony,Booker,Cory A. Booker,,,4/27/69,M,Cory Booker,Cory Booker,141 Hart Senate Office Building Washington DC 20510,2.0,http://www.booker.senate.gov/?p=contact,,1/3/15,,141 Hart Senate Office Building,Democrat,202-224-3224,,10/31/13,NJ,junior,sen,http://www.booker.senate.gov,359 Dirksen Senate Office Building Washington DC 20510,2.0,http://www.booker.senate.gov/?p=contact,,1/3/21,202-224-8378,359 Dirksen Senate Office Building,Democrat,202-224-3224,,1/6/15,NJ,junior,sen,http://www.booker.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Katherine,M.,Clark,Katherine M. Clark,,,7/17/63,F,Katherine Clark,Katherine Clark,2108 Rayburn HOB; Washington DC 20515-2105,,https://katherineclark.house.gov/index.cfm/email-me,5.0,1/3/15,,2108 Rayburn House Office Building,Democrat,202-225-2836,,12/12/13,MA,,rep,http://katherineclark.house.gov,1721 Longworth HOB; Washington DC 20515-2105,,https://katherineclark.house.gov/index.cfm/email-me,5.0,1/3/17,202-226-0092,1721 Longworth House Office Building,Democrat,202-225-2836,,1/6/15,MA,,rep,https://katherineclark.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Bradley,,Byrne,Bradley Byrne,,,2/16/55,M,Bradley Byrne,Bradley Byrne,2236 Rayburn HOB; Washington DC 20515-0101,,https://byrne.house.gov/contact/email-me,1.0,1/3/15,,2236 Rayburn House Office Building,Republican,202-225-4931,,1/8/14,AL,,rep,http://byrne.house.gov,119 Cannon HOB; Washington DC 20515-0101,,https://byrne.house.gov/contact/email-me,1.0,1/3/17,202-225-0562,119 Cannon House Office Building,Republican,202-225-4931,,1/6/15,AL,,rep,https://byrne.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,David,W.,Jolly,David W. Jolly,,,10/31/72,M,David Jolly,David Jolly,2407 Rayburn HOB; Washington DC 20515-0913,,https://jolly.house.gov/contact/email-me,13.0,1/3/15,,2407 Rayburn House Office Building,Republican,202-225-5961,,3/11/14,FL,,rep,http://jolly.house.gov,1728 Longworth HOB; Washington DC 20515-0913,,https://jolly.house.gov/contact/email-me,13.0,1/3/17,202-225-9764,1728 Longworth House Office Building,Republican,202-225-5961,,1/6/15,FL,,rep,http://jolly.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Curtis,,Clawson,Curt Clawson,Curt,,9/28/59,M,,Curt Clawson,1123 Longworth HOB; Washington DC 20515-0919,,,19.0,1/3/15,,1123 Longworth House Office Building,Republican,202-225-2536,,6/24/14,FL,,rep,,228 Cannon HOB; Washington DC 20515-0919,,,19.0,1/3/17,,228 Cannon House Office Building,Republican,202-225-2536,,1/6/15,FL,,rep,http://clawson.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,David,Alan,Brat,Dave Brat,Dave,,7/27/64,M,David Brat,Dave Brat,303 Cannon HOB; Washington DC 20515-4607,,http://brat.house.gov/contact,7.0,1/3/15,202-225-0011,303 Cannon House Office Building,Republican,202-225-2815,,11/12/14,VA,,rep,http://brat.house.gov/,330 Cannon HOB; Washington DC 20515-4607,,http://brat.house.gov/contact,7.0,1/3/17,,330 Cannon House Office Building,Republican,202-225-2815,,1/6/15,VA,,rep,http://brat.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Donald,W.,Norcross,Donald Norcross,,,12/13/58,M,Donald Norcross,Donald Norcross,2265 Rayburn HOB; Washington DC 20515-3001,,http://norcross.house.gov/contact,1.0,1/3/15,,2265 Rayburn House Office Building,Democrat,202-225-6501,,11/12/14,NJ,,rep,http://norcross.house.gov/,1531 Longworth HOB; Washington DC 20515-3001,,http://norcross.house.gov/contact,1.0,1/3/17,202-225-6583,1531 Longworth House Office Building,Democrat,202-225-6501,,1/6/15,NJ,,rep,http://norcross.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Alma,,Adams,Alma S. Adams,,,5/27/46,F,Alma Adams,Alma Adams,2304 Rayburn HOB; Washington DC 20515-3312,,http://adams.house.gov/contact,12.0,1/3/15,,2304 Rayburn House Office Building,Democrat,202-225-1510,,11/12/14,NC,,rep,http://adams.house.gov/,222 Cannon HOB; Washington DC 20515-3312,,http://adams.house.gov/contact,12.0,1/3/17,202-225-1512,222 Cannon House Office Building,Democrat,202-225-1510,,1/6/15,NC,,rep,http://adams.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Bob,,Dold,Robert J. Dold,,,6/23/69,M,,Robert Dold,212 Cannon HOB; Washington DC 20515-1310,,,10.0,1/3/13,202-225-0837,212 Cannon House Office Building,Republican,202-225-4835,,1/5/11,IL,,rep,http://dold.house.gov/,221 Cannon HOB; Washington DC 20515-1310,,,10.0,1/3/17,,221 Cannon House Office Building,Republican,202-225-4835,,1/6/15,IL,,rep,https://dold.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Frank,,Guinta,Frank C. Guinta,,,9/26/70,M,,Frank Guinta,1223 Longworth HOB; Washington DC 20515-2901,,,1.0,1/3/13,202-225-5822,1223 Longworth House Office Building,Republican,202-225-5456,,1/5/11,NH,,rep,http://guinta.house.gov/,326 Cannon HOB; Washington DC 20515-2901,,,1.0,1/3/17,202-225-5822,326 Cannon House Office Building,Republican,202-225-5456,,1/6/15,NH,,rep,https://guinta.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Gary,,Palmer,Gary J. Palmer,,,5/14/54,M,,Gary Palmer (politician),206 Cannon HOB; Washington DC 20515-0106,,,6.0,1/3/17,202-225-2082,206 Cannon House Office Building,Republican,202-225-4921,,1/6/15,AL,,rep,https://palmer.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,French,,Hill,J. French Hill,,,12/5/56,M,,French Hill (politician),1229 Longworth HOB; Washington DC 20515-0402,,,2.0,1/3/17,202-225-5903,1229 Longworth House Office Building,Republican,202-225-2506,,1/6/15,AR,,rep,https://hill.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Bruce,,Westerman,Bruce Westerman,,,11/18/67,M,,Bruce Westerman,130 Cannon HOB; Washington DC 20515-0404,,,4.0,1/3/17,,130 Cannon House Office Building,Republican,202-225-3772,,1/6/15,AR,,rep,https://westerman.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Martha,,McSally,Martha McSally,,,3/22/66,F,,Martha McSally,1029 Longworth HOB; Washington DC 20515-0302,,,2.0,1/3/17,202-225-0378,1029 Longworth House Office Building,Republican,202-225-2542,,1/6/15,AZ,,rep,https://mcsally.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Ruben,,Gallego,Ruben Gallego,,,11/20/79,M,,Ruben Gallego,1218 Longworth HOB; Washington DC 20515-0307,,,7.0,1/3/17,,1218 Longworth House Office Building,Democrat,202-225-4065,,1/6/15,AZ,,rep,https://rubengallego.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Mark,,DeSaulnier,Mark DeSaulnier,,,3/31/52,M,,Mark DeSaulnier,327 Cannon HOB; Washington DC 20515-0511,,,11.0,1/3/17,202-225-5609,327 Cannon House Office Building,Democrat,202-225-2095,,1/6/15,CA,,rep,https://desaulnier.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
