id/wikipedia,id/ballotpedia,name/first,name/last,name/official_full,bio/birthday,bio/gender,terms/0/type,terms/0/start,terms/0/end,terms/0/state,terms/0/district,terms/0/party,terms/1/type,terms/1/start,terms/1/end,terms/1/state,terms/1/district,terms/1/party,terms/2/type,terms/2/start,terms/2/end,terms/2/state,terms/2/district,terms/2/party,terms/3/type,terms/3/start,terms/3/end,terms/3/state,terms/3/district,terms/3/party,terms/4/type,terms/4/start,terms/4/end,terms/4/state,terms/4/district,terms/4/party,terms/5/type,terms/5/start,terms/5/end,terms/5/state,terms/5/district,terms/5/party,terms/5/url,terms/6/type,terms/6/start,terms/6/end,terms/6/state,terms/6/district,terms/6/party,terms/6/url,terms/7/type,terms/7/start,terms/7/end,terms/7/state,terms/7/class,terms/7/party,terms/7/url,terms/7/address,terms/7/phone,terms/7/fax,terms/7/contact_form,terms/7/office,terms/8/type,terms/8/start,terms/8/end,terms/8/state,terms/8/party,terms/8/class,terms/8/url,terms/8/address,terms/8/phone,terms/8/fax,terms/8/contact_form,terms/8/office,terms/8/state_rank,terms/8/rss_url,terms/1/class,terms/1/url,terms/2/class,terms/2/url,terms/2/address,terms/2/phone,terms/2/fax,terms/2/contact_form,terms/2/office,terms/3/class,terms/3/url,terms/3/address,terms/3/phone,terms/3/fax,terms/3/contact_form,terms/3/office,terms/3/state_rank,terms/3/rss_url,name/middle,terms/7/district,terms/8/district,terms/9/type,terms/9/start,terms/9/end,terms/9/state,terms/9/district,terms/9/party,terms/9/url,terms/10/type,terms/10/start,terms/10/end,terms/10/state,terms/10/class,terms/10/party,terms/10/url,terms/10/address,terms/10/phone,terms/10/fax,terms/10/contact_form,terms/10/office,terms/11/type,terms/11/start,terms/11/end,terms/11/state,terms/11/party,terms/11/class,terms/11/url,terms/11/address,terms/11/phone,terms/11/fax,terms/11/contact_form,terms/11/office,terms/11/state_rank,terms/11/rss_url,terms/5/class,terms/6/class,terms/6/address,terms/6/phone,terms/6/fax,terms/6/contact_form,terms/6/office,terms/7/state_rank,terms/7/rss_url,name/nickname,name/suffix,terms/0/class,terms/0/url,terms/0/address,terms/0/phone,terms/0/fax,terms/0/contact_form,terms/0/office,terms/1/address,terms/1/phone,terms/1/fax,terms/1/contact_form,terms/1/office,terms/1/state_rank,terms/1/rss_url,terms/4/class,terms/4/url,terms/4/address,terms/4/phone,terms/4/fax,terms/4/contact_form,terms/4/office,terms/4/state_rank,terms/4/rss_url,terms/5/address,terms/5/phone,terms/5/fax,terms/5/contact_form,terms/5/office,terms/6/state_rank,terms/6/rss_url,terms/9/class,terms/9/address,terms/9/phone,terms/9/fax,terms/9/contact_form,terms/9/office,terms/9/state_rank,terms/9/rss_url,terms/9/caucus,terms/2/state_rank,terms/2/rss_url,terms/10/state_rank,terms/10/rss_url,terms/5/state_rank,terms/5/rss_url,terms/0/state_rank,terms/0/rss_url,terms/10/district,terms/11/district,terms/12/type,terms/12/start,terms/12/end,terms/12/state,terms/12/district,terms/12/party,terms/12/url,terms/13/type,terms/13/start,terms/13/end,terms/13/state,terms/13/district,terms/13/party,terms/13/url,terms/13/address,terms/13/phone,terms/13/fax,terms/13/contact_form,terms/13/office,terms/14/type,terms/14/start,terms/14/end,terms/14/state,terms/14/party,terms/14/district,terms/14/url,terms/14/address,terms/14/phone,terms/14/fax,terms/14/contact_form,terms/14/office,terms/14/rss_url,terms/15/type,terms/15/start,terms/15/end,terms/15/state,terms/15/party,terms/15/district,terms/15/url,terms/15/address,terms/15/phone,terms/15/fax,terms/15/contact_form,terms/15/office,terms/15/rss_url,terms/16/type,terms/16/start,terms/16/end,terms/16/state,terms/16/district,terms/16/party,terms/17/type,terms/17/start,terms/17/end,terms/17/state,terms/17/district,terms/17/party,terms/18/type,terms/18/start,terms/18/end,terms/18/state,terms/18/district,terms/18/party,terms/19/type,terms/19/start,terms/19/end,terms/19/state,terms/19/district,terms/19/party,terms/19/url,terms/20/type,terms/20/start,terms/20/end,terms/20/state,terms/20/district,terms/20/party,terms/20/url,terms/21/type,terms/21/start,terms/21/end,terms/21/state,terms/21/district,terms/21/party,terms/21/url,terms/22/type,terms/22/start,terms/22/end,terms/22/state,terms/22/district,terms/22/party,terms/22/url,terms/23/type,terms/23/start,terms/23/end,terms/23/state,terms/23/district,terms/23/party,terms/23/url,terms/23/address,terms/23/phone,terms/23/fax,terms/23/contact_form,terms/23/office,terms/24/type,terms/24/start,terms/24/end,terms/24/state,terms/24/party,terms/24/district,terms/24/url,terms/24/address,terms/24/phone,terms/24/fax,terms/24/contact_form,terms/24/office,terms/24/rss_url,terms/25/type,terms/25/start,terms/25/end,terms/25/state,terms/25/party,terms/25/district,terms/25/url,terms/25/address,terms/25/phone,terms/25/fax,terms/25/contact_form,terms/25/office,terms/25/rss_url,terms/12/address,terms/12/phone,terms/12/fax,terms/12/contact_form,terms/12/office,terms/12/rss_url,terms/13/rss_url,terms/16/url,terms/16/address,terms/16/phone,terms/16/fax,terms/16/contact_form,terms/16/office,terms/16/rss_url,terms/17/url,terms/17/address,terms/17/phone,terms/17/fax,terms/17/contact_form,terms/17/office,terms/17/rss_url,terms/18/url,terms/18/address,terms/18/phone,terms/18/fax,terms/18/contact_form,terms/18/office,terms/19/address,terms/19/phone,terms/19/fax,terms/19/contact_form,terms/19/office,terms/19/rss_url,terms/20/class,terms/20/state_rank,terms/20/phone,terms/20/office,terms/20/address,terms/20/contact_form,terms/21/class,terms/21/state_rank,terms/21/phone,terms/21/office,terms/21/address,terms/21/contact_form,terms/20/fax,terms/21/fax,terms/21/rss_url,terms/22/address,terms/22/phone,terms/22/fax,terms/22/contact_form,terms/22/office,terms/22/rss_url,terms/18/rss_url,terms/20/rss_url
Andy Barr (U.S. politician),Andy Barr,Garland,Barr,Andy Barr,7/24/73,M,rep,1/3/13,1/3/15,KY,6,Republican,rep,1/6/15,1/3/17,KY,6,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://barr.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andy,,,http://barr.house.gov,1432 Longworth HOB; Washington DC 20515-1706,202-225-4706,,https://barr.house.gov/contact/email-me,1432 Longworth House Office Building,1432 Longworth HOB; Washington DC 20515-1706,202-225-4706,,https://barr.house.gov/contact/email-me,1432 Longworth House Office Building,,http://barr.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://barr.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Warren,Elizabeth Warren,Elizabeth,Warren,Elizabeth Warren,6/22/49,F,sen,1/3/13,1/3/19,MA,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,http://www.warren.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4543,,http://www.warren.senate.gov/?p=email_senator#thisForm,317 Hart Senate Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,http://www.warren.senate.gov/rss/?p=hot_topic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph P. Kennedy III,Joseph Kennedy III,Joseph,Kennedy,Joseph P. Kennedy III,10/4/80,M,rep,1/3/13,1/3/15,MA,4,Democrat,rep,1/6/15,1/3/17,MA,4,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kennedy.house.gov,,,,,,,,,,,,,,,,,P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,,http://kennedy.house.gov,1218 Longworth HOB; Washington DC 20515-2104,202-225-5931,202-225-0182,https://kennedy.house.gov/contact/email-me,1218 Longworth House Office Building,306 Cannon HOB; Washington DC 20515-2104,202-225-5931,202-225-0182,https://kennedy.house.gov/contact/email-me,306 Cannon House Office Building,,http://kennedy.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kennedy.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Delaney (Maryland politician),John Delaney,John,Delaney,John K. Delaney,4/16/63,M,rep,1/3/13,1/3/15,MD,6,Democrat,rep,1/6/15,1/3/17,MD,6,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://delaney.house.gov,,,,,,,,,,,,,,,,,K.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://delaney.house.gov,1632 Longworth HOB; Washington DC 20515-2006,202-225-2721,,https://delaney.house.gov/contact/email-me,1632 Longworth House Office Building,1632 Longworth HOB; Washington DC 20515-2006,202-225-2721,202-225-2193,https://delaney.house.gov/contact/email-me,1632 Longworth House Office Building,,http://delaney.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://delaney.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angus King,Angus King,Angus,King,"Angus S. King, Jr.",3/31/44,M,sen,1/3/13,1/3/19,ME,,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,http://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344,202-224-1946,http://www.king.senate.gov/contact,133 Hart Senate Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junior,http://www.king.senate.gov/rss/feeds/?type=all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Kildee,Dan Kildee,Daniel,Kildee,Daniel T. Kildee,8/11/58,M,rep,1/3/13,1/3/15,MI,5,Democrat,rep,1/6/15,1/3/17,MI,5,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dankildee.house.gov,,,,,,,,,,,,,,,,,T.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dankildee.house.gov,327 Cannon HOB; Washington DC 20515-2205,202-225-3611,,https://dankildee.house.gov/contact/email-me,327 Cannon House Office Building,227 Cannon HOB; Washington DC 20515-2205,202-225-3611,202-225-6393,https://dankildee.house.gov/contact/email-me,227 Cannon House Office Building,,http://dankildee.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dankildee.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Nolan,Rick Nolan,Richard,Nolan,Richard M. Nolan,12/17/43,M,rep,1/14/75,1/3/77,MN,6,Democrat,rep,1/4/77,1/3/79,MN,6,Democrat,rep,1/15/79,1/3/81,MN,6,Democrat,rep,1/3/13,1/3/15,MN,8,Democrat,rep,1/6/15,1/3/17,MN,8,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://nolan.house.gov,2447 Rayburn HOB; Washington DC 20515-2308,202-225-6211,,https://nolan.house.gov/contact/email-me,2447 Rayburn House Office Building,,http://nolan.house.gov/rss.xml,M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://nolan.house.gov,2366 Rayburn HOB; Washington DC 20515-2308,202-225-6211,202-225-0699,https://nolan.house.gov/contact/email-me,2366 Rayburn House Office Building,,http://nolan.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ann Wagner,Ann Wagner,Ann,Wagner,Ann Wagner,9/13/62,F,rep,1/3/13,1/3/15,MO,2,Republican,rep,1/6/15,1/3/17,MO,2,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://wagner.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://wagner.house.gov,435 Cannon HOB; Washington DC 20515-2502,202-225-1621,,https://wagner.house.gov/contact/email-me,435 Cannon House Office Building,435 Cannon HOB; Washington DC 20515-2502,202-225-1621,,https://wagner.house.gov/contact/email-me,435 Cannon House Office Building,,http://wagner.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://wagner.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Daines,Steve Daines,Steve,Daines,Steve Daines,8/20/62,M,rep,1/3/13,1/3/15,MT,0,Republican,sen,1/6/15,1/3/21,MT,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,https://www.daines.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://daines.house.gov,206 Cannon HOB; Washington DC 20515-2600,202-225-3211,,https://daines.house.gov/email-me,206 Cannon House Office Building,320 Hart Senate Office Building Washington DC 20510,202-224-2651,202-228-1236,,320 Hart Senate Office Building,junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://daines.house.gov/rss/press-releases.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Hudson (U.S. politician),Richard Hudson,Richard,Hudson,Richard Hudson,11/4/71,M,rep,1/3/13,1/3/15,NC,8,Republican,rep,1/6/15,1/3/17,NC,8,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hudson.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hudson.house.gov,429 Cannon HOB; Washington DC 20515-3308,202-225-3715,704-782-1004,https://hudson.house.gov/email-me,429 Cannon House Office Building,429 Cannon HOB; Washington DC 20515-3308,202-225-3715,704-782-1004,https://hudson.house.gov/email-me,429 Cannon House Office Building,,http://hudson.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hudson.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Pittenger,Robert Pittenger,Robert,Pittenger,Robert Pittenger,8/15/48,M,rep,1/3/13,1/3/15,NC,9,Republican,rep,1/6/15,1/3/17,NC,9,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pittenger.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pittenger.house.gov,224 Cannon HOB; Washington DC 20515-3309,202-225-1976,202-225-3389,https://pittenger.house.gov/contact/email-me,224 Cannon House Office Building,224 Cannon HOB; Washington DC 20515-3309,202-225-1976,202-225-3389,https://pittenger.house.gov/contact/email-me,224 Cannon House Office Building,,http://pittenger.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pittenger.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Meadows (North Carolina politician),"Mark Meadows, North Carolina",Mark,Meadows,Mark Meadows,7/28/59,M,rep,1/3/13,1/3/15,NC,11,Republican,rep,1/6/15,1/3/17,NC,11,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://meadows.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://meadows.house.gov,1516 Longworth HOB; Washington DC 20515-3311,202-225-6401,,https://meadows.house.gov/email-me,1516 Longworth House Office Building,1024 Longworth HOB; Washington DC 20515-3311,202-225-6401,202-226-6422,https://meadows.house.gov/email-me,1024 Longworth House Office Building,,http://meadows.house.gov/rss/press-releases.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://meadows.house.gov/rss/press-releases.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Holding,George E.B. Holding,George,Holding,George Holding,4/17/68,M,rep,1/3/13,1/3/15,NC,13,Republican,rep,1/6/15,1/3/17,NC,13,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://holding.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://holding.house.gov,507 Cannon HOB; Washington DC 20515-3313,202-225-3032,919-782-4490,https://holding.house.gov/contact/email-me,507 Cannon House Office Building,507 Cannon HOB; Washington DC 20515-3313,202-225-3032,919-782-4490,https://holding.house.gov/contact/email-me,507 Cannon House Office Building,,http://holding.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://holding.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heidi Heitkamp,Heidi Heitkamp,Heidi,Heitkamp,Heidi Heitkamp,10/30/55,F,sen,1/3/13,1/3/19,ND,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,http://www.heitkamp.senate.gov,110 Hart Senate Office Building Washington DC 20510,202-224-2043,202-224-7776,http://www.heitkamp.senate.gov/public/index.cfm/email-heidi,110 Hart Senate Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junior,http://www.heitkamp.senate.gov/public/index.cfm/rss/feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Cramer,Kevin Cramer,Kevin,Cramer,Kevin Cramer,1/21/61,M,rep,1/3/13,1/3/15,ND,0,Republican,rep,1/6/15,1/3/17,ND,0,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cramer.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cramer.house.gov,1032 Longworth HOB; Washington DC 20515-3400,202-225-2611,202-226-0893,https://cramer.house.gov/contact/email-me,1032 Longworth House Office Building,1032 Longworth HOB; Washington DC 20515-3400,202-225-2611,202-226-0893,https://cramer.house.gov/contact/email-me,1032 Longworth House Office Building,,http://cramer.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cramer.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deb Fischer,Deb Fischer,Deb,Fischer,Deb Fischer,3/1/51,F,sen,1/3/13,1/3/19,NE,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,http://www.fischer.senate.gov,454 Russell Senate Office Building Washington DC 20510,202-224-6551,202-228-1325,http://www.fischer.senate.gov/public/?p=email-deb,454 Russell Senate Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,http://www.fischer.senate.gov/public/index.cfm/rss/feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ann McLane Kuster,Annie Kuster,Ann,Kuster,Ann M. Kuster,9/5/56,F,rep,1/3/13,1/3/15,NH,2,Democrat,rep,1/6/15,1/3/17,NH,2,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kuster.house.gov,,,,,,,,,,,,,,,,,M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kuster.house.gov,137 Cannon HOB; Washington DC 20515-2902,202-225-5206,202-225-2946,https://kuster.house.gov/contact/email-me,137 Cannon House Office Building,137 Cannon HOB; Washington DC 20515-2902,202-225-5206,202-225-2946,https://kuster.house.gov/contact/email-me,137 Cannon House Office Building,,http://kuster.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kuster.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Lujan Grisham,Michelle Lujan Grisham,Michelle,Lujan Grisham,Michelle Lujan Grisham,10/24/59,F,rep,1/3/13,1/3/15,NM,1,Democrat,rep,1/6/15,1/3/17,NM,1,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://lujangrisham.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lujangrisham.house.gov,214 Cannon HOB; Washington DC 20515-3101,202-225-6316,202-225-4975,http://lujangrisham.house.gov/contact/email-me/,214 Cannon House Office Building,214 Cannon HOB; Washington DC 20515-3101,202-225-6316,202-225-4975,http://lujangrisham.house.gov/contact/email-me/,214 Cannon House Office Building,,http://lujangrisham.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lujangrisham.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
